,0,1,2,3,4
10169,10169,A4,A1,A3,TZ
10170,10170,A4,A1,A4,A1
10171,10171,A4,A1,A4,A2
10172,10172,A4,A1,A4,A3
10173,10173,A4,A1,A4,A4
10174,10174,A4,A1,A4,TX
10175,10175,A4,A1,A4,B1
10176,10176,A4,A1,A4,B2
10177,10177,A4,A1,A4,B3
10178,10178,A4,A1,A4,B4
10179,10179,A4,A1,A4,TY
10180,10180,A4,A1,A4,C1
10181,10181,A4,A1,A4,C2
10182,10182,A4,A1,A4,C3
10183,10183,A4,A1,A4,C4
10184,10184,A4,A1,A4,TZ
10185,10185,A4,A1,TX,A1
10186,10186,A4,A1,TX,A2
10187,10187,A4,A1,TX,A3
10188,10188,A4,A1,TX,A4
10189,10189,A4,A1,TX,TX
10190,10190,A4,A1,TX,B1
10191,10191,A4,A1,TX,B2
10192,10192,A4,A1,TX,B3
10193,10193,A4,A1,TX,B4
10194,10194,A4,A1,TX,TY
10195,10195,A4,A1,TX,C1
10196,10196,A4,A1,TX,C2
10197,10197,A4,A1,TX,C3
10198,10198,A4,A1,TX,C4
10199,10199,A4,A1,TX,TZ
10200,10200,A4,A1,B1,A1
10201,10201,A4,A1,B1,A2
10202,10202,A4,A1,B1,A3
10203,10203,A4,A1,B1,A4
10204,10204,A4,A1,B1,TX
10205,10205,A4,A1,B1,B1
10206,10206,A4,A1,B1,B2
10207,10207,A4,A1,B1,B3
10208,10208,A4,A1,B1,B4
10209,10209,A4,A1,B1,TY
10210,10210,A4,A1,B1,C1
10211,10211,A4,A1,B1,C2
10212,10212,A4,A1,B1,C3
10213,10213,A4,A1,B1,C4
10214,10214,A4,A1,B1,TZ
10215,10215,A4,A1,B2,A1
10216,10216,A4,A1,B2,A2
10217,10217,A4,A1,B2,A3
10218,10218,A4,A1,B2,A4
10219,10219,A4,A1,B2,TX
10220,10220,A4,A1,B2,B1
10221,10221,A4,A1,B2,B2
10222,10222,A4,A1,B2,B3
10223,10223,A4,A1,B2,B4
10224,10224,A4,A1,B2,TY
10225,10225,A4,A1,B2,C1
10226,10226,A4,A1,B2,C2
10227,10227,A4,A1,B2,C3
10228,10228,A4,A1,B2,C4
10229,10229,A4,A1,B2,TZ
10230,10230,A4,A1,B3,A1
10231,10231,A4,A1,B3,A2
10232,10232,A4,A1,B3,A3
10233,10233,A4,A1,B3,A4
10234,10234,A4,A1,B3,TX
10235,10235,A4,A1,B3,B1
10236,10236,A4,A1,B3,B2
10237,10237,A4,A1,B3,B3
10238,10238,A4,A1,B3,B4
10239,10239,A4,A1,B3,TY
10240,10240,A4,A1,B3,C1
10241,10241,A4,A1,B3,C2
10242,10242,A4,A1,B3,C3
10243,10243,A4,A1,B3,C4
10244,10244,A4,A1,B3,TZ
10245,10245,A4,A1,B4,A1
10246,10246,A4,A1,B4,A2
10247,10247,A4,A1,B4,A3
10248,10248,A4,A1,B4,A4
10249,10249,A4,A1,B4,TX
10250,10250,A4,A1,B4,B1
10251,10251,A4,A1,B4,B2
10252,10252,A4,A1,B4,B3
10253,10253,A4,A1,B4,B4
10254,10254,A4,A1,B4,TY
10255,10255,A4,A1,B4,C1
10256,10256,A4,A1,B4,C2
10257,10257,A4,A1,B4,C3
10258,10258,A4,A1,B4,C4
10259,10259,A4,A1,B4,TZ
10260,10260,A4,A1,TY,A1
10261,10261,A4,A1,TY,A2
10262,10262,A4,A1,TY,A3
10263,10263,A4,A1,TY,A4
10264,10264,A4,A1,TY,TX
10265,10265,A4,A1,TY,B1
10266,10266,A4,A1,TY,B2
10267,10267,A4,A1,TY,B3
10268,10268,A4,A1,TY,B4
10269,10269,A4,A1,TY,TY
10270,10270,A4,A1,TY,C1
10271,10271,A4,A1,TY,C2
10272,10272,A4,A1,TY,C3
10273,10273,A4,A1,TY,C4
10274,10274,A4,A1,TY,TZ
10275,10275,A4,A1,C1,A1
10276,10276,A4,A1,C1,A2
10277,10277,A4,A1,C1,A3
10278,10278,A4,A1,C1,A4
10279,10279,A4,A1,C1,TX
10280,10280,A4,A1,C1,B1
10281,10281,A4,A1,C1,B2
10282,10282,A4,A1,C1,B3
10283,10283,A4,A1,C1,B4
10284,10284,A4,A1,C1,TY
10285,10285,A4,A1,C1,C1
10286,10286,A4,A1,C1,C2
10287,10287,A4,A1,C1,C3
10288,10288,A4,A1,C1,C4
10289,10289,A4,A1,C1,TZ
10290,10290,A4,A1,C2,A1
10291,10291,A4,A1,C2,A2
10292,10292,A4,A1,C2,A3
10293,10293,A4,A1,C2,A4
10294,10294,A4,A1,C2,TX
10295,10295,A4,A1,C2,B1
10296,10296,A4,A1,C2,B2
10297,10297,A4,A1,C2,B3
10298,10298,A4,A1,C2,B4
10299,10299,A4,A1,C2,TY
10300,10300,A4,A1,C2,C1
10301,10301,A4,A1,C2,C2
10302,10302,A4,A1,C2,C3
10303,10303,A4,A1,C2,C4
10304,10304,A4,A1,C2,TZ
10305,10305,A4,A1,C3,A1
10306,10306,A4,A1,C3,A2
10307,10307,A4,A1,C3,A3
10308,10308,A4,A1,C3,A4
10309,10309,A4,A1,C3,TX
10310,10310,A4,A1,C3,B1
10311,10311,A4,A1,C3,B2
10312,10312,A4,A1,C3,B3
10313,10313,A4,A1,C3,B4
10314,10314,A4,A1,C3,TY
10315,10315,A4,A1,C3,C1
10316,10316,A4,A1,C3,C2
10317,10317,A4,A1,C3,C3
10318,10318,A4,A1,C3,C4
10319,10319,A4,A1,C3,TZ
10320,10320,A4,A1,C4,A1
10321,10321,A4,A1,C4,A2
10322,10322,A4,A1,C4,A3
10323,10323,A4,A1,C4,A4
10324,10324,A4,A1,C4,TX
10325,10325,A4,A1,C4,B1
10326,10326,A4,A1,C4,B2
10327,10327,A4,A1,C4,B3
10328,10328,A4,A1,C4,B4
10329,10329,A4,A1,C4,TY
10330,10330,A4,A1,C4,C1
10331,10331,A4,A1,C4,C2
10332,10332,A4,A1,C4,C3
10333,10333,A4,A1,C4,C4
10334,10334,A4,A1,C4,TZ
10335,10335,A4,A1,TZ,A1
10336,10336,A4,A1,TZ,A2
10337,10337,A4,A1,TZ,A3
10338,10338,A4,A1,TZ,A4
10339,10339,A4,A1,TZ,TX
10340,10340,A4,A1,TZ,B1
10341,10341,A4,A1,TZ,B2
10342,10342,A4,A1,TZ,B3
10343,10343,A4,A1,TZ,B4
10344,10344,A4,A1,TZ,TY
10345,10345,A4,A1,TZ,C1
10346,10346,A4,A1,TZ,C2
10347,10347,A4,A1,TZ,C3
10348,10348,A4,A1,TZ,C4
10349,10349,A4,A1,TZ,TZ
10350,10350,A4,A2,A1,A1
10351,10351,A4,A2,A1,A2
10352,10352,A4,A2,A1,A3
10353,10353,A4,A2,A1,A4
10354,10354,A4,A2,A1,TX
10355,10355,A4,A2,A1,B1
10356,10356,A4,A2,A1,B2
10357,10357,A4,A2,A1,B3
10358,10358,A4,A2,A1,B4
10359,10359,A4,A2,A1,TY
10360,10360,A4,A2,A1,C1
10361,10361,A4,A2,A1,C2
10362,10362,A4,A2,A1,C3
10363,10363,A4,A2,A1,C4
10364,10364,A4,A2,A1,TZ
10365,10365,A4,A2,A2,A1
10366,10366,A4,A2,A2,A2
10367,10367,A4,A2,A2,A3
10368,10368,A4,A2,A2,A4
10369,10369,A4,A2,A2,TX
10370,10370,A4,A2,A2,B1
10371,10371,A4,A2,A2,B2
10372,10372,A4,A2,A2,B3
10373,10373,A4,A2,A2,B4
10374,10374,A4,A2,A2,TY
10375,10375,A4,A2,A2,C1
10376,10376,A4,A2,A2,C2
10377,10377,A4,A2,A2,C3
10378,10378,A4,A2,A2,C4
10379,10379,A4,A2,A2,TZ
10380,10380,A4,A2,A3,A1
10381,10381,A4,A2,A3,A2
10382,10382,A4,A2,A3,A3
10383,10383,A4,A2,A3,A4
10384,10384,A4,A2,A3,TX
10385,10385,A4,A2,A3,B1
10386,10386,A4,A2,A3,B2
10387,10387,A4,A2,A3,B3
10388,10388,A4,A2,A3,B4
10389,10389,A4,A2,A3,TY
10390,10390,A4,A2,A3,C1
10391,10391,A4,A2,A3,C2
10392,10392,A4,A2,A3,C3
10393,10393,A4,A2,A3,C4
10394,10394,A4,A2,A3,TZ
10395,10395,A4,A2,A4,A1
10396,10396,A4,A2,A4,A2
10397,10397,A4,A2,A4,A3
10398,10398,A4,A2,A4,A4
10399,10399,A4,A2,A4,TX
10400,10400,A4,A2,A4,B1
10401,10401,A4,A2,A4,B2
10402,10402,A4,A2,A4,B3
10403,10403,A4,A2,A4,B4
10404,10404,A4,A2,A4,TY
10405,10405,A4,A2,A4,C1
10406,10406,A4,A2,A4,C2
10407,10407,A4,A2,A4,C3
10408,10408,A4,A2,A4,C4
10409,10409,A4,A2,A4,TZ
10410,10410,A4,A2,TX,A1
10411,10411,A4,A2,TX,A2
10412,10412,A4,A2,TX,A3
10413,10413,A4,A2,TX,A4
10414,10414,A4,A2,TX,TX
10415,10415,A4,A2,TX,B1
10416,10416,A4,A2,TX,B2
10417,10417,A4,A2,TX,B3
10418,10418,A4,A2,TX,B4
10419,10419,A4,A2,TX,TY
10420,10420,A4,A2,TX,C1
10421,10421,A4,A2,TX,C2
10422,10422,A4,A2,TX,C3
10423,10423,A4,A2,TX,C4
10424,10424,A4,A2,TX,TZ
10425,10425,A4,A2,B1,A1
10426,10426,A4,A2,B1,A2
10427,10427,A4,A2,B1,A3
10428,10428,A4,A2,B1,A4
10429,10429,A4,A2,B1,TX
10430,10430,A4,A2,B1,B1
10431,10431,A4,A2,B1,B2
10432,10432,A4,A2,B1,B3
10433,10433,A4,A2,B1,B4
10434,10434,A4,A2,B1,TY
10435,10435,A4,A2,B1,C1
10436,10436,A4,A2,B1,C2
10437,10437,A4,A2,B1,C3
10438,10438,A4,A2,B1,C4
10439,10439,A4,A2,B1,TZ
10440,10440,A4,A2,B2,A1
10441,10441,A4,A2,B2,A2
10442,10442,A4,A2,B2,A3
10443,10443,A4,A2,B2,A4
10444,10444,A4,A2,B2,TX
10445,10445,A4,A2,B2,B1
10446,10446,A4,A2,B2,B2
10447,10447,A4,A2,B2,B3
10448,10448,A4,A2,B2,B4
10449,10449,A4,A2,B2,TY
10450,10450,A4,A2,B2,C1
10451,10451,A4,A2,B2,C2
10452,10452,A4,A2,B2,C3
10453,10453,A4,A2,B2,C4
10454,10454,A4,A2,B2,TZ
10455,10455,A4,A2,B3,A1
10456,10456,A4,A2,B3,A2
10457,10457,A4,A2,B3,A3
10458,10458,A4,A2,B3,A4
10459,10459,A4,A2,B3,TX
10460,10460,A4,A2,B3,B1
10461,10461,A4,A2,B3,B2
10462,10462,A4,A2,B3,B3
10463,10463,A4,A2,B3,B4
10464,10464,A4,A2,B3,TY
10465,10465,A4,A2,B3,C1
10466,10466,A4,A2,B3,C2
10467,10467,A4,A2,B3,C3
10468,10468,A4,A2,B3,C4
10469,10469,A4,A2,B3,TZ
10470,10470,A4,A2,B4,A1
10471,10471,A4,A2,B4,A2
10472,10472,A4,A2,B4,A3
10473,10473,A4,A2,B4,A4
10474,10474,A4,A2,B4,TX
10475,10475,A4,A2,B4,B1
10476,10476,A4,A2,B4,B2
10477,10477,A4,A2,B4,B3
10478,10478,A4,A2,B4,B4
10479,10479,A4,A2,B4,TY
10480,10480,A4,A2,B4,C1
10481,10481,A4,A2,B4,C2
10482,10482,A4,A2,B4,C3
10483,10483,A4,A2,B4,C4
10484,10484,A4,A2,B4,TZ
10485,10485,A4,A2,TY,A1
10486,10486,A4,A2,TY,A2
10487,10487,A4,A2,TY,A3
10488,10488,A4,A2,TY,A4
10489,10489,A4,A2,TY,TX
10490,10490,A4,A2,TY,B1
10491,10491,A4,A2,TY,B2
10492,10492,A4,A2,TY,B3
10493,10493,A4,A2,TY,B4
10494,10494,A4,A2,TY,TY
10495,10495,A4,A2,TY,C1
10496,10496,A4,A2,TY,C2
10497,10497,A4,A2,TY,C3
10498,10498,A4,A2,TY,C4
10499,10499,A4,A2,TY,TZ
10500,10500,A4,A2,C1,A1
10501,10501,A4,A2,C1,A2
10502,10502,A4,A2,C1,A3
10503,10503,A4,A2,C1,A4
10504,10504,A4,A2,C1,TX
10505,10505,A4,A2,C1,B1
10506,10506,A4,A2,C1,B2
10507,10507,A4,A2,C1,B3
10508,10508,A4,A2,C1,B4
10509,10509,A4,A2,C1,TY
10510,10510,A4,A2,C1,C1
10511,10511,A4,A2,C1,C2
10512,10512,A4,A2,C1,C3
10513,10513,A4,A2,C1,C4
10514,10514,A4,A2,C1,TZ
10515,10515,A4,A2,C2,A1
10516,10516,A4,A2,C2,A2
10517,10517,A4,A2,C2,A3
10518,10518,A4,A2,C2,A4
10519,10519,A4,A2,C2,TX
10520,10520,A4,A2,C2,B1
10521,10521,A4,A2,C2,B2
10522,10522,A4,A2,C2,B3
10523,10523,A4,A2,C2,B4
10524,10524,A4,A2,C2,TY
10525,10525,A4,A2,C2,C1
10526,10526,A4,A2,C2,C2
10527,10527,A4,A2,C2,C3
10528,10528,A4,A2,C2,C4
10529,10529,A4,A2,C2,TZ
10530,10530,A4,A2,C3,A1
10531,10531,A4,A2,C3,A2
10532,10532,A4,A2,C3,A3
10533,10533,A4,A2,C3,A4
10534,10534,A4,A2,C3,TX
10535,10535,A4,A2,C3,B1
10536,10536,A4,A2,C3,B2
10537,10537,A4,A2,C3,B3
10538,10538,A4,A2,C3,B4
10539,10539,A4,A2,C3,TY
10540,10540,A4,A2,C3,C1
10541,10541,A4,A2,C3,C2
10542,10542,A4,A2,C3,C3
10543,10543,A4,A2,C3,C4
10544,10544,A4,A2,C3,TZ
10545,10545,A4,A2,C4,A1
10546,10546,A4,A2,C4,A2
10547,10547,A4,A2,C4,A3
10548,10548,A4,A2,C4,A4
10549,10549,A4,A2,C4,TX
10550,10550,A4,A2,C4,B1
10551,10551,A4,A2,C4,B2
10552,10552,A4,A2,C4,B3
10553,10553,A4,A2,C4,B4
10554,10554,A4,A2,C4,TY
10555,10555,A4,A2,C4,C1
10556,10556,A4,A2,C4,C2
10557,10557,A4,A2,C4,C3
10558,10558,A4,A2,C4,C4
10559,10559,A4,A2,C4,TZ
10560,10560,A4,A2,TZ,A1
10561,10561,A4,A2,TZ,A2
10562,10562,A4,A2,TZ,A3
10563,10563,A4,A2,TZ,A4
10564,10564,A4,A2,TZ,TX
10565,10565,A4,A2,TZ,B1
10566,10566,A4,A2,TZ,B2
10567,10567,A4,A2,TZ,B3
10568,10568,A4,A2,TZ,B4
10569,10569,A4,A2,TZ,TY
10570,10570,A4,A2,TZ,C1
10571,10571,A4,A2,TZ,C2
10572,10572,A4,A2,TZ,C3
10573,10573,A4,A2,TZ,C4
10574,10574,A4,A2,TZ,TZ
10575,10575,A4,A3,A1,A1
10576,10576,A4,A3,A1,A2
10577,10577,A4,A3,A1,A3
10578,10578,A4,A3,A1,A4
10579,10579,A4,A3,A1,TX
10580,10580,A4,A3,A1,B1
10581,10581,A4,A3,A1,B2
10582,10582,A4,A3,A1,B3
10583,10583,A4,A3,A1,B4
10584,10584,A4,A3,A1,TY
10585,10585,A4,A3,A1,C1
10586,10586,A4,A3,A1,C2
10587,10587,A4,A3,A1,C3
10588,10588,A4,A3,A1,C4
10589,10589,A4,A3,A1,TZ
10590,10590,A4,A3,A2,A1
10591,10591,A4,A3,A2,A2
10592,10592,A4,A3,A2,A3
10593,10593,A4,A3,A2,A4
10594,10594,A4,A3,A2,TX
10595,10595,A4,A3,A2,B1
10596,10596,A4,A3,A2,B2
10597,10597,A4,A3,A2,B3
10598,10598,A4,A3,A2,B4
10599,10599,A4,A3,A2,TY
10600,10600,A4,A3,A2,C1
10601,10601,A4,A3,A2,C2
10602,10602,A4,A3,A2,C3
10603,10603,A4,A3,A2,C4
10604,10604,A4,A3,A2,TZ
10605,10605,A4,A3,A3,A1
10606,10606,A4,A3,A3,A2
10607,10607,A4,A3,A3,A3
10608,10608,A4,A3,A3,A4
10609,10609,A4,A3,A3,TX
10610,10610,A4,A3,A3,B1
10611,10611,A4,A3,A3,B2
10612,10612,A4,A3,A3,B3
10613,10613,A4,A3,A3,B4
10614,10614,A4,A3,A3,TY
10615,10615,A4,A3,A3,C1
10616,10616,A4,A3,A3,C2
10617,10617,A4,A3,A3,C3
10618,10618,A4,A3,A3,C4
10619,10619,A4,A3,A3,TZ
10620,10620,A4,A3,A4,A1
10621,10621,A4,A3,A4,A2
10622,10622,A4,A3,A4,A3
10623,10623,A4,A3,A4,A4
10624,10624,A4,A3,A4,TX
10625,10625,A4,A3,A4,B1
10626,10626,A4,A3,A4,B2
10627,10627,A4,A3,A4,B3
10628,10628,A4,A3,A4,B4
10629,10629,A4,A3,A4,TY
10630,10630,A4,A3,A4,C1
10631,10631,A4,A3,A4,C2
10632,10632,A4,A3,A4,C3
10633,10633,A4,A3,A4,C4
10634,10634,A4,A3,A4,TZ
10635,10635,A4,A3,TX,A1
10636,10636,A4,A3,TX,A2
10637,10637,A4,A3,TX,A3
10638,10638,A4,A3,TX,A4
10639,10639,A4,A3,TX,TX
10640,10640,A4,A3,TX,B1
10641,10641,A4,A3,TX,B2
10642,10642,A4,A3,TX,B3
10643,10643,A4,A3,TX,B4
10644,10644,A4,A3,TX,TY
10645,10645,A4,A3,TX,C1
10646,10646,A4,A3,TX,C2
10647,10647,A4,A3,TX,C3
10648,10648,A4,A3,TX,C4
10649,10649,A4,A3,TX,TZ
10650,10650,A4,A3,B1,A1
10651,10651,A4,A3,B1,A2
10652,10652,A4,A3,B1,A3
10653,10653,A4,A3,B1,A4
10654,10654,A4,A3,B1,TX
10655,10655,A4,A3,B1,B1
10656,10656,A4,A3,B1,B2
10657,10657,A4,A3,B1,B3
10658,10658,A4,A3,B1,B4
10659,10659,A4,A3,B1,TY
10660,10660,A4,A3,B1,C1
10661,10661,A4,A3,B1,C2
10662,10662,A4,A3,B1,C3
10663,10663,A4,A3,B1,C4
10664,10664,A4,A3,B1,TZ
10665,10665,A4,A3,B2,A1
10666,10666,A4,A3,B2,A2
10667,10667,A4,A3,B2,A3
10668,10668,A4,A3,B2,A4
10669,10669,A4,A3,B2,TX
10670,10670,A4,A3,B2,B1
10671,10671,A4,A3,B2,B2
10672,10672,A4,A3,B2,B3
10673,10673,A4,A3,B2,B4
10674,10674,A4,A3,B2,TY
10675,10675,A4,A3,B2,C1
10676,10676,A4,A3,B2,C2
10677,10677,A4,A3,B2,C3
10678,10678,A4,A3,B2,C4
10679,10679,A4,A3,B2,TZ
10680,10680,A4,A3,B3,A1
10681,10681,A4,A3,B3,A2
10682,10682,A4,A3,B3,A3
10683,10683,A4,A3,B3,A4
10684,10684,A4,A3,B3,TX
10685,10685,A4,A3,B3,B1
10686,10686,A4,A3,B3,B2
10687,10687,A4,A3,B3,B3
10688,10688,A4,A3,B3,B4
10689,10689,A4,A3,B3,TY
10690,10690,A4,A3,B3,C1
10691,10691,A4,A3,B3,C2
10692,10692,A4,A3,B3,C3
10693,10693,A4,A3,B3,C4
10694,10694,A4,A3,B3,TZ
10695,10695,A4,A3,B4,A1
10696,10696,A4,A3,B4,A2
10697,10697,A4,A3,B4,A3
10698,10698,A4,A3,B4,A4
10699,10699,A4,A3,B4,TX
10700,10700,A4,A3,B4,B1
10701,10701,A4,A3,B4,B2
10702,10702,A4,A3,B4,B3
10703,10703,A4,A3,B4,B4
10704,10704,A4,A3,B4,TY
10705,10705,A4,A3,B4,C1
10706,10706,A4,A3,B4,C2
10707,10707,A4,A3,B4,C3
10708,10708,A4,A3,B4,C4
10709,10709,A4,A3,B4,TZ
10710,10710,A4,A3,TY,A1
10711,10711,A4,A3,TY,A2
10712,10712,A4,A3,TY,A3
10713,10713,A4,A3,TY,A4
10714,10714,A4,A3,TY,TX
10715,10715,A4,A3,TY,B1
10716,10716,A4,A3,TY,B2
10717,10717,A4,A3,TY,B3
10718,10718,A4,A3,TY,B4
10719,10719,A4,A3,TY,TY
10720,10720,A4,A3,TY,C1
10721,10721,A4,A3,TY,C2
10722,10722,A4,A3,TY,C3
10723,10723,A4,A3,TY,C4
10724,10724,A4,A3,TY,TZ
10725,10725,A4,A3,C1,A1
10726,10726,A4,A3,C1,A2
10727,10727,A4,A3,C1,A3
10728,10728,A4,A3,C1,A4
10729,10729,A4,A3,C1,TX
10730,10730,A4,A3,C1,B1
10731,10731,A4,A3,C1,B2
10732,10732,A4,A3,C1,B3
10733,10733,A4,A3,C1,B4
10734,10734,A4,A3,C1,TY
10735,10735,A4,A3,C1,C1
10736,10736,A4,A3,C1,C2
10737,10737,A4,A3,C1,C3
10738,10738,A4,A3,C1,C4
10739,10739,A4,A3,C1,TZ
10740,10740,A4,A3,C2,A1
10741,10741,A4,A3,C2,A2
10742,10742,A4,A3,C2,A3
10743,10743,A4,A3,C2,A4
10744,10744,A4,A3,C2,TX
10745,10745,A4,A3,C2,B1
10746,10746,A4,A3,C2,B2
10747,10747,A4,A3,C2,B3
10748,10748,A4,A3,C2,B4
10749,10749,A4,A3,C2,TY
10750,10750,A4,A3,C2,C1
10751,10751,A4,A3,C2,C2
10752,10752,A4,A3,C2,C3
10753,10753,A4,A3,C2,C4
10754,10754,A4,A3,C2,TZ
10755,10755,A4,A3,C3,A1
10756,10756,A4,A3,C3,A2
10757,10757,A4,A3,C3,A3
10758,10758,A4,A3,C3,A4
10759,10759,A4,A3,C3,TX
10760,10760,A4,A3,C3,B1
10761,10761,A4,A3,C3,B2
10762,10762,A4,A3,C3,B3
10763,10763,A4,A3,C3,B4
10764,10764,A4,A3,C3,TY
10765,10765,A4,A3,C3,C1
10766,10766,A4,A3,C3,C2
10767,10767,A4,A3,C3,C3
10768,10768,A4,A3,C3,C4
10769,10769,A4,A3,C3,TZ
10770,10770,A4,A3,C4,A1
10771,10771,A4,A3,C4,A2
10772,10772,A4,A3,C4,A3
10773,10773,A4,A3,C4,A4
10774,10774,A4,A3,C4,TX
10775,10775,A4,A3,C4,B1
10776,10776,A4,A3,C4,B2
10777,10777,A4,A3,C4,B3
10778,10778,A4,A3,C4,B4
10779,10779,A4,A3,C4,TY
10780,10780,A4,A3,C4,C1
10781,10781,A4,A3,C4,C2
10782,10782,A4,A3,C4,C3
10783,10783,A4,A3,C4,C4
10784,10784,A4,A3,C4,TZ
10785,10785,A4,A3,TZ,A1
10786,10786,A4,A3,TZ,A2
10787,10787,A4,A3,TZ,A3
10788,10788,A4,A3,TZ,A4
10789,10789,A4,A3,TZ,TX
10790,10790,A4,A3,TZ,B1
10791,10791,A4,A3,TZ,B2
10792,10792,A4,A3,TZ,B3
10793,10793,A4,A3,TZ,B4
10794,10794,A4,A3,TZ,TY
10795,10795,A4,A3,TZ,C1
10796,10796,A4,A3,TZ,C2
10797,10797,A4,A3,TZ,C3
10798,10798,A4,A3,TZ,C4
10799,10799,A4,A3,TZ,TZ
10800,10800,A4,A4,A1,A1
10801,10801,A4,A4,A1,A2
10802,10802,A4,A4,A1,A3
10803,10803,A4,A4,A1,A4
10804,10804,A4,A4,A1,TX
10805,10805,A4,A4,A1,B1
10806,10806,A4,A4,A1,B2
10807,10807,A4,A4,A1,B3
10808,10808,A4,A4,A1,B4
10809,10809,A4,A4,A1,TY
10810,10810,A4,A4,A1,C1
10811,10811,A4,A4,A1,C2
10812,10812,A4,A4,A1,C3
10813,10813,A4,A4,A1,C4
10814,10814,A4,A4,A1,TZ
10815,10815,A4,A4,A2,A1
10816,10816,A4,A4,A2,A2
10817,10817,A4,A4,A2,A3
10818,10818,A4,A4,A2,A4
10819,10819,A4,A4,A2,TX
10820,10820,A4,A4,A2,B1
10821,10821,A4,A4,A2,B2
10822,10822,A4,A4,A2,B3
10823,10823,A4,A4,A2,B4
10824,10824,A4,A4,A2,TY
10825,10825,A4,A4,A2,C1
10826,10826,A4,A4,A2,C2
10827,10827,A4,A4,A2,C3
10828,10828,A4,A4,A2,C4
10829,10829,A4,A4,A2,TZ
10830,10830,A4,A4,A3,A1
10831,10831,A4,A4,A3,A2
10832,10832,A4,A4,A3,A3
10833,10833,A4,A4,A3,A4
10834,10834,A4,A4,A3,TX
10835,10835,A4,A4,A3,B1
10836,10836,A4,A4,A3,B2
10837,10837,A4,A4,A3,B3
10838,10838,A4,A4,A3,B4
10839,10839,A4,A4,A3,TY
10840,10840,A4,A4,A3,C1
10841,10841,A4,A4,A3,C2
10842,10842,A4,A4,A3,C3
10843,10843,A4,A4,A3,C4
10844,10844,A4,A4,A3,TZ
10845,10845,A4,A4,A4,A1
10846,10846,A4,A4,A4,A2
10847,10847,A4,A4,A4,A3
10848,10848,A4,A4,A4,A4
10849,10849,A4,A4,A4,TX
10850,10850,A4,A4,A4,B1
10851,10851,A4,A4,A4,B2
10852,10852,A4,A4,A4,B3
10853,10853,A4,A4,A4,B4
10854,10854,A4,A4,A4,TY
10855,10855,A4,A4,A4,C1
10856,10856,A4,A4,A4,C2
10857,10857,A4,A4,A4,C3
10858,10858,A4,A4,A4,C4
10859,10859,A4,A4,A4,TZ
10860,10860,A4,A4,TX,A1
10861,10861,A4,A4,TX,A2
10862,10862,A4,A4,TX,A3
10863,10863,A4,A4,TX,A4
10864,10864,A4,A4,TX,TX
10865,10865,A4,A4,TX,B1
10866,10866,A4,A4,TX,B2
10867,10867,A4,A4,TX,B3
10868,10868,A4,A4,TX,B4
10869,10869,A4,A4,TX,TY
10870,10870,A4,A4,TX,C1
10871,10871,A4,A4,TX,C2
10872,10872,A4,A4,TX,C3
10873,10873,A4,A4,TX,C4
10874,10874,A4,A4,TX,TZ
10875,10875,A4,A4,B1,A1
10876,10876,A4,A4,B1,A2
10877,10877,A4,A4,B1,A3
10878,10878,A4,A4,B1,A4
10879,10879,A4,A4,B1,TX
10880,10880,A4,A4,B1,B1
10881,10881,A4,A4,B1,B2
10882,10882,A4,A4,B1,B3
10883,10883,A4,A4,B1,B4
10884,10884,A4,A4,B1,TY
10885,10885,A4,A4,B1,C1
10886,10886,A4,A4,B1,C2
10887,10887,A4,A4,B1,C3
10888,10888,A4,A4,B1,C4
10889,10889,A4,A4,B1,TZ
10890,10890,A4,A4,B2,A1
10891,10891,A4,A4,B2,A2
10892,10892,A4,A4,B2,A3
10893,10893,A4,A4,B2,A4
10894,10894,A4,A4,B2,TX
10895,10895,A4,A4,B2,B1
10896,10896,A4,A4,B2,B2
10897,10897,A4,A4,B2,B3
10898,10898,A4,A4,B2,B4
10899,10899,A4,A4,B2,TY
10900,10900,A4,A4,B2,C1
10901,10901,A4,A4,B2,C2
10902,10902,A4,A4,B2,C3
10903,10903,A4,A4,B2,C4
10904,10904,A4,A4,B2,TZ
10905,10905,A4,A4,B3,A1
10906,10906,A4,A4,B3,A2
10907,10907,A4,A4,B3,A3
10908,10908,A4,A4,B3,A4
10909,10909,A4,A4,B3,TX
10910,10910,A4,A4,B3,B1
10911,10911,A4,A4,B3,B2
10912,10912,A4,A4,B3,B3
10913,10913,A4,A4,B3,B4
10914,10914,A4,A4,B3,TY
10915,10915,A4,A4,B3,C1
10916,10916,A4,A4,B3,C2
10917,10917,A4,A4,B3,C3
10918,10918,A4,A4,B3,C4
10919,10919,A4,A4,B3,TZ
10920,10920,A4,A4,B4,A1
10921,10921,A4,A4,B4,A2
10922,10922,A4,A4,B4,A3
10923,10923,A4,A4,B4,A4
10924,10924,A4,A4,B4,TX
10925,10925,A4,A4,B4,B1
10926,10926,A4,A4,B4,B2
10927,10927,A4,A4,B4,B3
10928,10928,A4,A4,B4,B4
10929,10929,A4,A4,B4,TY
10930,10930,A4,A4,B4,C1
10931,10931,A4,A4,B4,C2
10932,10932,A4,A4,B4,C3
10933,10933,A4,A4,B4,C4
10934,10934,A4,A4,B4,TZ
10935,10935,A4,A4,TY,A1
10936,10936,A4,A4,TY,A2
10937,10937,A4,A4,TY,A3
10938,10938,A4,A4,TY,A4
10939,10939,A4,A4,TY,TX
