,0,1,2,3,4
20909,20909,B2,A3,C4,TZ
20910,20910,B2,A3,TZ,A1
20911,20911,B2,A3,TZ,A2
20912,20912,B2,A3,TZ,A3
20913,20913,B2,A3,TZ,A4
20914,20914,B2,A3,TZ,TX
20915,20915,B2,A3,TZ,B1
20916,20916,B2,A3,TZ,B2
20917,20917,B2,A3,TZ,B3
20918,20918,B2,A3,TZ,B4
20919,20919,B2,A3,TZ,TY
20920,20920,B2,A3,TZ,C1
20921,20921,B2,A3,TZ,C2
20922,20922,B2,A3,TZ,C3
20923,20923,B2,A3,TZ,C4
20924,20924,B2,A3,TZ,TZ
20925,20925,B2,A4,A1,A1
20926,20926,B2,A4,A1,A2
20927,20927,B2,A4,A1,A3
20928,20928,B2,A4,A1,A4
20929,20929,B2,A4,A1,TX
20930,20930,B2,A4,A1,B1
20931,20931,B2,A4,A1,B2
20932,20932,B2,A4,A1,B3
20933,20933,B2,A4,A1,B4
20934,20934,B2,A4,A1,TY
20935,20935,B2,A4,A1,C1
20936,20936,B2,A4,A1,C2
20937,20937,B2,A4,A1,C3
20938,20938,B2,A4,A1,C4
20939,20939,B2,A4,A1,TZ
20940,20940,B2,A4,A2,A1
20941,20941,B2,A4,A2,A2
20942,20942,B2,A4,A2,A3
20943,20943,B2,A4,A2,A4
20944,20944,B2,A4,A2,TX
20945,20945,B2,A4,A2,B1
20946,20946,B2,A4,A2,B2
20947,20947,B2,A4,A2,B3
20948,20948,B2,A4,A2,B4
20949,20949,B2,A4,A2,TY
20950,20950,B2,A4,A2,C1
20951,20951,B2,A4,A2,C2
20952,20952,B2,A4,A2,C3
20953,20953,B2,A4,A2,C4
20954,20954,B2,A4,A2,TZ
20955,20955,B2,A4,A3,A1
20956,20956,B2,A4,A3,A2
20957,20957,B2,A4,A3,A3
20958,20958,B2,A4,A3,A4
20959,20959,B2,A4,A3,TX
20960,20960,B2,A4,A3,B1
20961,20961,B2,A4,A3,B2
20962,20962,B2,A4,A3,B3
20963,20963,B2,A4,A3,B4
20964,20964,B2,A4,A3,TY
20965,20965,B2,A4,A3,C1
20966,20966,B2,A4,A3,C2
20967,20967,B2,A4,A3,C3
20968,20968,B2,A4,A3,C4
20969,20969,B2,A4,A3,TZ
20970,20970,B2,A4,A4,A1
20971,20971,B2,A4,A4,A2
20972,20972,B2,A4,A4,A3
20973,20973,B2,A4,A4,A4
20974,20974,B2,A4,A4,TX
20975,20975,B2,A4,A4,B1
20976,20976,B2,A4,A4,B2
20977,20977,B2,A4,A4,B3
20978,20978,B2,A4,A4,B4
20979,20979,B2,A4,A4,TY
20980,20980,B2,A4,A4,C1
20981,20981,B2,A4,A4,C2
20982,20982,B2,A4,A4,C3
20983,20983,B2,A4,A4,C4
20984,20984,B2,A4,A4,TZ
20985,20985,B2,A4,TX,A1
20986,20986,B2,A4,TX,A2
20987,20987,B2,A4,TX,A3
20988,20988,B2,A4,TX,A4
20989,20989,B2,A4,TX,TX
20990,20990,B2,A4,TX,B1
20991,20991,B2,A4,TX,B2
20992,20992,B2,A4,TX,B3
20993,20993,B2,A4,TX,B4
20994,20994,B2,A4,TX,TY
20995,20995,B2,A4,TX,C1
20996,20996,B2,A4,TX,C2
20997,20997,B2,A4,TX,C3
20998,20998,B2,A4,TX,C4
20999,20999,B2,A4,TX,TZ
21000,21000,B2,A4,B1,A1
21001,21001,B2,A4,B1,A2
21002,21002,B2,A4,B1,A3
21003,21003,B2,A4,B1,A4
21004,21004,B2,A4,B1,TX
21005,21005,B2,A4,B1,B1
21006,21006,B2,A4,B1,B2
21007,21007,B2,A4,B1,B3
21008,21008,B2,A4,B1,B4
21009,21009,B2,A4,B1,TY
21010,21010,B2,A4,B1,C1
21011,21011,B2,A4,B1,C2
21012,21012,B2,A4,B1,C3
21013,21013,B2,A4,B1,C4
21014,21014,B2,A4,B1,TZ
21015,21015,B2,A4,B2,A1
21016,21016,B2,A4,B2,A2
21017,21017,B2,A4,B2,A3
21018,21018,B2,A4,B2,A4
21019,21019,B2,A4,B2,TX
21020,21020,B2,A4,B2,B1
21021,21021,B2,A4,B2,B2
21022,21022,B2,A4,B2,B3
21023,21023,B2,A4,B2,B4
21024,21024,B2,A4,B2,TY
21025,21025,B2,A4,B2,C1
21026,21026,B2,A4,B2,C2
21027,21027,B2,A4,B2,C3
21028,21028,B2,A4,B2,C4
21029,21029,B2,A4,B2,TZ
21030,21030,B2,A4,B3,A1
21031,21031,B2,A4,B3,A2
21032,21032,B2,A4,B3,A3
21033,21033,B2,A4,B3,A4
21034,21034,B2,A4,B3,TX
21035,21035,B2,A4,B3,B1
21036,21036,B2,A4,B3,B2
21037,21037,B2,A4,B3,B3
21038,21038,B2,A4,B3,B4
21039,21039,B2,A4,B3,TY
21040,21040,B2,A4,B3,C1
21041,21041,B2,A4,B3,C2
21042,21042,B2,A4,B3,C3
21043,21043,B2,A4,B3,C4
21044,21044,B2,A4,B3,TZ
21045,21045,B2,A4,B4,A1
21046,21046,B2,A4,B4,A2
21047,21047,B2,A4,B4,A3
21048,21048,B2,A4,B4,A4
21049,21049,B2,A4,B4,TX
21050,21050,B2,A4,B4,B1
21051,21051,B2,A4,B4,B2
21052,21052,B2,A4,B4,B3
21053,21053,B2,A4,B4,B4
21054,21054,B2,A4,B4,TY
21055,21055,B2,A4,B4,C1
21056,21056,B2,A4,B4,C2
21057,21057,B2,A4,B4,C3
21058,21058,B2,A4,B4,C4
21059,21059,B2,A4,B4,TZ
21060,21060,B2,A4,TY,A1
21061,21061,B2,A4,TY,A2
21062,21062,B2,A4,TY,A3
21063,21063,B2,A4,TY,A4
21064,21064,B2,A4,TY,TX
21065,21065,B2,A4,TY,B1
21066,21066,B2,A4,TY,B2
21067,21067,B2,A4,TY,B3
21068,21068,B2,A4,TY,B4
21069,21069,B2,A4,TY,TY
21070,21070,B2,A4,TY,C1
21071,21071,B2,A4,TY,C2
21072,21072,B2,A4,TY,C3
21073,21073,B2,A4,TY,C4
21074,21074,B2,A4,TY,TZ
21075,21075,B2,A4,C1,A1
21076,21076,B2,A4,C1,A2
21077,21077,B2,A4,C1,A3
21078,21078,B2,A4,C1,A4
21079,21079,B2,A4,C1,TX
21080,21080,B2,A4,C1,B1
21081,21081,B2,A4,C1,B2
21082,21082,B2,A4,C1,B3
21083,21083,B2,A4,C1,B4
21084,21084,B2,A4,C1,TY
21085,21085,B2,A4,C1,C1
21086,21086,B2,A4,C1,C2
21087,21087,B2,A4,C1,C3
21088,21088,B2,A4,C1,C4
21089,21089,B2,A4,C1,TZ
21090,21090,B2,A4,C2,A1
21091,21091,B2,A4,C2,A2
21092,21092,B2,A4,C2,A3
21093,21093,B2,A4,C2,A4
21094,21094,B2,A4,C2,TX
21095,21095,B2,A4,C2,B1
21096,21096,B2,A4,C2,B2
21097,21097,B2,A4,C2,B3
21098,21098,B2,A4,C2,B4
21099,21099,B2,A4,C2,TY
21100,21100,B2,A4,C2,C1
21101,21101,B2,A4,C2,C2
21102,21102,B2,A4,C2,C3
21103,21103,B2,A4,C2,C4
21104,21104,B2,A4,C2,TZ
21105,21105,B2,A4,C3,A1
21106,21106,B2,A4,C3,A2
21107,21107,B2,A4,C3,A3
21108,21108,B2,A4,C3,A4
21109,21109,B2,A4,C3,TX
21110,21110,B2,A4,C3,B1
21111,21111,B2,A4,C3,B2
21112,21112,B2,A4,C3,B3
21113,21113,B2,A4,C3,B4
21114,21114,B2,A4,C3,TY
21115,21115,B2,A4,C3,C1
21116,21116,B2,A4,C3,C2
21117,21117,B2,A4,C3,C3
21118,21118,B2,A4,C3,C4
21119,21119,B2,A4,C3,TZ
21120,21120,B2,A4,C4,A1
21121,21121,B2,A4,C4,A2
21122,21122,B2,A4,C4,A3
21123,21123,B2,A4,C4,A4
21124,21124,B2,A4,C4,TX
21125,21125,B2,A4,C4,B1
21126,21126,B2,A4,C4,B2
21127,21127,B2,A4,C4,B3
21128,21128,B2,A4,C4,B4
21129,21129,B2,A4,C4,TY
21130,21130,B2,A4,C4,C1
21131,21131,B2,A4,C4,C2
21132,21132,B2,A4,C4,C3
21133,21133,B2,A4,C4,C4
21134,21134,B2,A4,C4,TZ
21135,21135,B2,A4,TZ,A1
21136,21136,B2,A4,TZ,A2
21137,21137,B2,A4,TZ,A3
21138,21138,B2,A4,TZ,A4
21139,21139,B2,A4,TZ,TX
21140,21140,B2,A4,TZ,B1
21141,21141,B2,A4,TZ,B2
21142,21142,B2,A4,TZ,B3
21143,21143,B2,A4,TZ,B4
21144,21144,B2,A4,TZ,TY
21145,21145,B2,A4,TZ,C1
21146,21146,B2,A4,TZ,C2
21147,21147,B2,A4,TZ,C3
21148,21148,B2,A4,TZ,C4
21149,21149,B2,A4,TZ,TZ
21150,21150,B2,TX,A1,A1
21151,21151,B2,TX,A1,A2
21152,21152,B2,TX,A1,A3
21153,21153,B2,TX,A1,A4
21154,21154,B2,TX,A1,TX
21155,21155,B2,TX,A1,B1
21156,21156,B2,TX,A1,B2
21157,21157,B2,TX,A1,B3
21158,21158,B2,TX,A1,B4
21159,21159,B2,TX,A1,TY
21160,21160,B2,TX,A1,C1
21161,21161,B2,TX,A1,C2
21162,21162,B2,TX,A1,C3
21163,21163,B2,TX,A1,C4
21164,21164,B2,TX,A1,TZ
21165,21165,B2,TX,A2,A1
21166,21166,B2,TX,A2,A2
21167,21167,B2,TX,A2,A3
21168,21168,B2,TX,A2,A4
21169,21169,B2,TX,A2,TX
21170,21170,B2,TX,A2,B1
21171,21171,B2,TX,A2,B2
21172,21172,B2,TX,A2,B3
21173,21173,B2,TX,A2,B4
21174,21174,B2,TX,A2,TY
21175,21175,B2,TX,A2,C1
21176,21176,B2,TX,A2,C2
21177,21177,B2,TX,A2,C3
21178,21178,B2,TX,A2,C4
21179,21179,B2,TX,A2,TZ
21180,21180,B2,TX,A3,A1
21181,21181,B2,TX,A3,A2
21182,21182,B2,TX,A3,A3
21183,21183,B2,TX,A3,A4
21184,21184,B2,TX,A3,TX
21185,21185,B2,TX,A3,B1
21186,21186,B2,TX,A3,B2
21187,21187,B2,TX,A3,B3
21188,21188,B2,TX,A3,B4
21189,21189,B2,TX,A3,TY
21190,21190,B2,TX,A3,C1
21191,21191,B2,TX,A3,C2
21192,21192,B2,TX,A3,C3
21193,21193,B2,TX,A3,C4
21194,21194,B2,TX,A3,TZ
21195,21195,B2,TX,A4,A1
21196,21196,B2,TX,A4,A2
21197,21197,B2,TX,A4,A3
21198,21198,B2,TX,A4,A4
21199,21199,B2,TX,A4,TX
21200,21200,B2,TX,A4,B1
21201,21201,B2,TX,A4,B2
21202,21202,B2,TX,A4,B3
21203,21203,B2,TX,A4,B4
21204,21204,B2,TX,A4,TY
21205,21205,B2,TX,A4,C1
21206,21206,B2,TX,A4,C2
21207,21207,B2,TX,A4,C3
21208,21208,B2,TX,A4,C4
21209,21209,B2,TX,A4,TZ
21210,21210,B2,TX,TX,A1
21211,21211,B2,TX,TX,A2
21212,21212,B2,TX,TX,A3
21213,21213,B2,TX,TX,A4
21214,21214,B2,TX,TX,TX
21215,21215,B2,TX,TX,B1
21216,21216,B2,TX,TX,B2
21217,21217,B2,TX,TX,B3
21218,21218,B2,TX,TX,B4
21219,21219,B2,TX,TX,TY
21220,21220,B2,TX,TX,C1
21221,21221,B2,TX,TX,C2
21222,21222,B2,TX,TX,C3
21223,21223,B2,TX,TX,C4
21224,21224,B2,TX,TX,TZ
21225,21225,B2,TX,B1,A1
21226,21226,B2,TX,B1,A2
21227,21227,B2,TX,B1,A3
21228,21228,B2,TX,B1,A4
21229,21229,B2,TX,B1,TX
21230,21230,B2,TX,B1,B1
21231,21231,B2,TX,B1,B2
21232,21232,B2,TX,B1,B3
21233,21233,B2,TX,B1,B4
21234,21234,B2,TX,B1,TY
21235,21235,B2,TX,B1,C1
21236,21236,B2,TX,B1,C2
21237,21237,B2,TX,B1,C3
21238,21238,B2,TX,B1,C4
21239,21239,B2,TX,B1,TZ
21240,21240,B2,TX,B2,A1
21241,21241,B2,TX,B2,A2
21242,21242,B2,TX,B2,A3
21243,21243,B2,TX,B2,A4
21244,21244,B2,TX,B2,TX
21245,21245,B2,TX,B2,B1
21246,21246,B2,TX,B2,B2
21247,21247,B2,TX,B2,B3
21248,21248,B2,TX,B2,B4
21249,21249,B2,TX,B2,TY
21250,21250,B2,TX,B2,C1
21251,21251,B2,TX,B2,C2
21252,21252,B2,TX,B2,C3
21253,21253,B2,TX,B2,C4
21254,21254,B2,TX,B2,TZ
21255,21255,B2,TX,B3,A1
21256,21256,B2,TX,B3,A2
21257,21257,B2,TX,B3,A3
21258,21258,B2,TX,B3,A4
21259,21259,B2,TX,B3,TX
21260,21260,B2,TX,B3,B1
21261,21261,B2,TX,B3,B2
21262,21262,B2,TX,B3,B3
21263,21263,B2,TX,B3,B4
21264,21264,B2,TX,B3,TY
21265,21265,B2,TX,B3,C1
21266,21266,B2,TX,B3,C2
21267,21267,B2,TX,B3,C3
21268,21268,B2,TX,B3,C4
21269,21269,B2,TX,B3,TZ
21270,21270,B2,TX,B4,A1
21271,21271,B2,TX,B4,A2
21272,21272,B2,TX,B4,A3
21273,21273,B2,TX,B4,A4
21274,21274,B2,TX,B4,TX
21275,21275,B2,TX,B4,B1
21276,21276,B2,TX,B4,B2
21277,21277,B2,TX,B4,B3
21278,21278,B2,TX,B4,B4
21279,21279,B2,TX,B4,TY
21280,21280,B2,TX,B4,C1
21281,21281,B2,TX,B4,C2
21282,21282,B2,TX,B4,C3
21283,21283,B2,TX,B4,C4
21284,21284,B2,TX,B4,TZ
21285,21285,B2,TX,TY,A1
21286,21286,B2,TX,TY,A2
21287,21287,B2,TX,TY,A3
21288,21288,B2,TX,TY,A4
21289,21289,B2,TX,TY,TX
21290,21290,B2,TX,TY,B1
21291,21291,B2,TX,TY,B2
21292,21292,B2,TX,TY,B3
21293,21293,B2,TX,TY,B4
21294,21294,B2,TX,TY,TY
21295,21295,B2,TX,TY,C1
21296,21296,B2,TX,TY,C2
21297,21297,B2,TX,TY,C3
21298,21298,B2,TX,TY,C4
21299,21299,B2,TX,TY,TZ
21300,21300,B2,TX,C1,A1
21301,21301,B2,TX,C1,A2
21302,21302,B2,TX,C1,A3
21303,21303,B2,TX,C1,A4
21304,21304,B2,TX,C1,TX
21305,21305,B2,TX,C1,B1
21306,21306,B2,TX,C1,B2
21307,21307,B2,TX,C1,B3
21308,21308,B2,TX,C1,B4
21309,21309,B2,TX,C1,TY
21310,21310,B2,TX,C1,C1
21311,21311,B2,TX,C1,C2
21312,21312,B2,TX,C1,C3
21313,21313,B2,TX,C1,C4
21314,21314,B2,TX,C1,TZ
21315,21315,B2,TX,C2,A1
21316,21316,B2,TX,C2,A2
21317,21317,B2,TX,C2,A3
21318,21318,B2,TX,C2,A4
21319,21319,B2,TX,C2,TX
21320,21320,B2,TX,C2,B1
21321,21321,B2,TX,C2,B2
21322,21322,B2,TX,C2,B3
21323,21323,B2,TX,C2,B4
21324,21324,B2,TX,C2,TY
21325,21325,B2,TX,C2,C1
21326,21326,B2,TX,C2,C2
21327,21327,B2,TX,C2,C3
21328,21328,B2,TX,C2,C4
21329,21329,B2,TX,C2,TZ
21330,21330,B2,TX,C3,A1
21331,21331,B2,TX,C3,A2
21332,21332,B2,TX,C3,A3
21333,21333,B2,TX,C3,A4
21334,21334,B2,TX,C3,TX
21335,21335,B2,TX,C3,B1
21336,21336,B2,TX,C3,B2
21337,21337,B2,TX,C3,B3
21338,21338,B2,TX,C3,B4
21339,21339,B2,TX,C3,TY
21340,21340,B2,TX,C3,C1
21341,21341,B2,TX,C3,C2
21342,21342,B2,TX,C3,C3
21343,21343,B2,TX,C3,C4
21344,21344,B2,TX,C3,TZ
21345,21345,B2,TX,C4,A1
21346,21346,B2,TX,C4,A2
21347,21347,B2,TX,C4,A3
21348,21348,B2,TX,C4,A4
21349,21349,B2,TX,C4,TX
21350,21350,B2,TX,C4,B1
21351,21351,B2,TX,C4,B2
21352,21352,B2,TX,C4,B3
21353,21353,B2,TX,C4,B4
21354,21354,B2,TX,C4,TY
21355,21355,B2,TX,C4,C1
21356,21356,B2,TX,C4,C2
21357,21357,B2,TX,C4,C3
21358,21358,B2,TX,C4,C4
21359,21359,B2,TX,C4,TZ
21360,21360,B2,TX,TZ,A1
21361,21361,B2,TX,TZ,A2
21362,21362,B2,TX,TZ,A3
21363,21363,B2,TX,TZ,A4
21364,21364,B2,TX,TZ,TX
21365,21365,B2,TX,TZ,B1
21366,21366,B2,TX,TZ,B2
21367,21367,B2,TX,TZ,B3
21368,21368,B2,TX,TZ,B4
21369,21369,B2,TX,TZ,TY
21370,21370,B2,TX,TZ,C1
21371,21371,B2,TX,TZ,C2
21372,21372,B2,TX,TZ,C3
21373,21373,B2,TX,TZ,C4
21374,21374,B2,TX,TZ,TZ
21375,21375,B2,B1,A1,A1
21376,21376,B2,B1,A1,A2
21377,21377,B2,B1,A1,A3
21378,21378,B2,B1,A1,A4
21379,21379,B2,B1,A1,TX
21380,21380,B2,B1,A1,B1
21381,21381,B2,B1,A1,B2
21382,21382,B2,B1,A1,B3
21383,21383,B2,B1,A1,B4
21384,21384,B2,B1,A1,TY
21385,21385,B2,B1,A1,C1
21386,21386,B2,B1,A1,C2
21387,21387,B2,B1,A1,C3
21388,21388,B2,B1,A1,C4
21389,21389,B2,B1,A1,TZ
21390,21390,B2,B1,A2,A1
21391,21391,B2,B1,A2,A2
21392,21392,B2,B1,A2,A3
21393,21393,B2,B1,A2,A4
21394,21394,B2,B1,A2,TX
21395,21395,B2,B1,A2,B1
21396,21396,B2,B1,A2,B2
21397,21397,B2,B1,A2,B3
21398,21398,B2,B1,A2,B4
21399,21399,B2,B1,A2,TY
21400,21400,B2,B1,A2,C1
21401,21401,B2,B1,A2,C2
21402,21402,B2,B1,A2,C3
21403,21403,B2,B1,A2,C4
21404,21404,B2,B1,A2,TZ
21405,21405,B2,B1,A3,A1
21406,21406,B2,B1,A3,A2
21407,21407,B2,B1,A3,A3
21408,21408,B2,B1,A3,A4
21409,21409,B2,B1,A3,TX
21410,21410,B2,B1,A3,B1
21411,21411,B2,B1,A3,B2
21412,21412,B2,B1,A3,B3
21413,21413,B2,B1,A3,B4
21414,21414,B2,B1,A3,TY
21415,21415,B2,B1,A3,C1
21416,21416,B2,B1,A3,C2
21417,21417,B2,B1,A3,C3
21418,21418,B2,B1,A3,C4
21419,21419,B2,B1,A3,TZ
21420,21420,B2,B1,A4,A1
21421,21421,B2,B1,A4,A2
21422,21422,B2,B1,A4,A3
21423,21423,B2,B1,A4,A4
21424,21424,B2,B1,A4,TX
21425,21425,B2,B1,A4,B1
21426,21426,B2,B1,A4,B2
21427,21427,B2,B1,A4,B3
21428,21428,B2,B1,A4,B4
21429,21429,B2,B1,A4,TY
21430,21430,B2,B1,A4,C1
21431,21431,B2,B1,A4,C2
21432,21432,B2,B1,A4,C3
21433,21433,B2,B1,A4,C4
21434,21434,B2,B1,A4,TZ
21435,21435,B2,B1,TX,A1
21436,21436,B2,B1,TX,A2
21437,21437,B2,B1,TX,A3
21438,21438,B2,B1,TX,A4
21439,21439,B2,B1,TX,TX
21440,21440,B2,B1,TX,B1
21441,21441,B2,B1,TX,B2
21442,21442,B2,B1,TX,B3
21443,21443,B2,B1,TX,B4
21444,21444,B2,B1,TX,TY
21445,21445,B2,B1,TX,C1
21446,21446,B2,B1,TX,C2
21447,21447,B2,B1,TX,C3
21448,21448,B2,B1,TX,C4
21449,21449,B2,B1,TX,TZ
21450,21450,B2,B1,B1,A1
21451,21451,B2,B1,B1,A2
21452,21452,B2,B1,B1,A3
21453,21453,B2,B1,B1,A4
21454,21454,B2,B1,B1,TX
21455,21455,B2,B1,B1,B1
21456,21456,B2,B1,B1,B2
21457,21457,B2,B1,B1,B3
21458,21458,B2,B1,B1,B4
21459,21459,B2,B1,B1,TY
21460,21460,B2,B1,B1,C1
21461,21461,B2,B1,B1,C2
21462,21462,B2,B1,B1,C3
21463,21463,B2,B1,B1,C4
21464,21464,B2,B1,B1,TZ
21465,21465,B2,B1,B2,A1
21466,21466,B2,B1,B2,A2
21467,21467,B2,B1,B2,A3
21468,21468,B2,B1,B2,A4
21469,21469,B2,B1,B2,TX
21470,21470,B2,B1,B2,B1
21471,21471,B2,B1,B2,B2
21472,21472,B2,B1,B2,B3
21473,21473,B2,B1,B2,B4
21474,21474,B2,B1,B2,TY
21475,21475,B2,B1,B2,C1
21476,21476,B2,B1,B2,C2
21477,21477,B2,B1,B2,C3
21478,21478,B2,B1,B2,C4
21479,21479,B2,B1,B2,TZ
21480,21480,B2,B1,B3,A1
21481,21481,B2,B1,B3,A2
21482,21482,B2,B1,B3,A3
21483,21483,B2,B1,B3,A4
21484,21484,B2,B1,B3,TX
21485,21485,B2,B1,B3,B1
21486,21486,B2,B1,B3,B2
21487,21487,B2,B1,B3,B3
21488,21488,B2,B1,B3,B4
21489,21489,B2,B1,B3,TY
21490,21490,B2,B1,B3,C1
21491,21491,B2,B1,B3,C2
21492,21492,B2,B1,B3,C3
21493,21493,B2,B1,B3,C4
21494,21494,B2,B1,B3,TZ
21495,21495,B2,B1,B4,A1
21496,21496,B2,B1,B4,A2
21497,21497,B2,B1,B4,A3
21498,21498,B2,B1,B4,A4
21499,21499,B2,B1,B4,TX
21500,21500,B2,B1,B4,B1
21501,21501,B2,B1,B4,B2
21502,21502,B2,B1,B4,B3
21503,21503,B2,B1,B4,B4
21504,21504,B2,B1,B4,TY
21505,21505,B2,B1,B4,C1
21506,21506,B2,B1,B4,C2
21507,21507,B2,B1,B4,C3
21508,21508,B2,B1,B4,C4
21509,21509,B2,B1,B4,TZ
21510,21510,B2,B1,TY,A1
21511,21511,B2,B1,TY,A2
21512,21512,B2,B1,TY,A3
21513,21513,B2,B1,TY,A4
21514,21514,B2,B1,TY,TX
21515,21515,B2,B1,TY,B1
21516,21516,B2,B1,TY,B2
21517,21517,B2,B1,TY,B3
21518,21518,B2,B1,TY,B4
21519,21519,B2,B1,TY,TY
21520,21520,B2,B1,TY,C1
21521,21521,B2,B1,TY,C2
21522,21522,B2,B1,TY,C3
21523,21523,B2,B1,TY,C4
21524,21524,B2,B1,TY,TZ
21525,21525,B2,B1,C1,A1
21526,21526,B2,B1,C1,A2
21527,21527,B2,B1,C1,A3
21528,21528,B2,B1,C1,A4
21529,21529,B2,B1,C1,TX
21530,21530,B2,B1,C1,B1
21531,21531,B2,B1,C1,B2
21532,21532,B2,B1,C1,B3
21533,21533,B2,B1,C1,B4
21534,21534,B2,B1,C1,TY
21535,21535,B2,B1,C1,C1
21536,21536,B2,B1,C1,C2
21537,21537,B2,B1,C1,C3
21538,21538,B2,B1,C1,C4
21539,21539,B2,B1,C1,TZ
21540,21540,B2,B1,C2,A1
21541,21541,B2,B1,C2,A2
21542,21542,B2,B1,C2,A3
21543,21543,B2,B1,C2,A4
21544,21544,B2,B1,C2,TX
21545,21545,B2,B1,C2,B1
21546,21546,B2,B1,C2,B2
21547,21547,B2,B1,C2,B3
21548,21548,B2,B1,C2,B4
21549,21549,B2,B1,C2,TY
21550,21550,B2,B1,C2,C1
21551,21551,B2,B1,C2,C2
21552,21552,B2,B1,C2,C3
21553,21553,B2,B1,C2,C4
21554,21554,B2,B1,C2,TZ
21555,21555,B2,B1,C3,A1
21556,21556,B2,B1,C3,A2
21557,21557,B2,B1,C3,A3
21558,21558,B2,B1,C3,A4
21559,21559,B2,B1,C3,TX
21560,21560,B2,B1,C3,B1
21561,21561,B2,B1,C3,B2
21562,21562,B2,B1,C3,B3
21563,21563,B2,B1,C3,B4
21564,21564,B2,B1,C3,TY
21565,21565,B2,B1,C3,C1
21566,21566,B2,B1,C3,C2
21567,21567,B2,B1,C3,C3
21568,21568,B2,B1,C3,C4
21569,21569,B2,B1,C3,TZ
21570,21570,B2,B1,C4,A1
21571,21571,B2,B1,C4,A2
21572,21572,B2,B1,C4,A3
21573,21573,B2,B1,C4,A4
21574,21574,B2,B1,C4,TX
21575,21575,B2,B1,C4,B1
21576,21576,B2,B1,C4,B2
21577,21577,B2,B1,C4,B3
21578,21578,B2,B1,C4,B4
21579,21579,B2,B1,C4,TY
21580,21580,B2,B1,C4,C1
21581,21581,B2,B1,C4,C2
21582,21582,B2,B1,C4,C3
21583,21583,B2,B1,C4,C4
21584,21584,B2,B1,C4,TZ
21585,21585,B2,B1,TZ,A1
21586,21586,B2,B1,TZ,A2
21587,21587,B2,B1,TZ,A3
21588,21588,B2,B1,TZ,A4
21589,21589,B2,B1,TZ,TX
21590,21590,B2,B1,TZ,B1
21591,21591,B2,B1,TZ,B2
21592,21592,B2,B1,TZ,B3
21593,21593,B2,B1,TZ,B4
21594,21594,B2,B1,TZ,TY
21595,21595,B2,B1,TZ,C1
21596,21596,B2,B1,TZ,C2
21597,21597,B2,B1,TZ,C3
21598,21598,B2,B1,TZ,C4
21599,21599,B2,B1,TZ,TZ
21600,21600,B2,B2,A1,A1
21601,21601,B2,B2,A1,A2
21602,21602,B2,B2,A1,A3
21603,21603,B2,B2,A1,A4
21604,21604,B2,B2,A1,TX
21605,21605,B2,B2,A1,B1
21606,21606,B2,B2,A1,B2
21607,21607,B2,B2,A1,B3
21608,21608,B2,B2,A1,B4
21609,21609,B2,B2,A1,TY
21610,21610,B2,B2,A1,C1
21611,21611,B2,B2,A1,C2
21612,21612,B2,B2,A1,C3
21613,21613,B2,B2,A1,C4
21614,21614,B2,B2,A1,TZ
21615,21615,B2,B2,A2,A1
21616,21616,B2,B2,A2,A2
21617,21617,B2,B2,A2,A3
21618,21618,B2,B2,A2,A4
21619,21619,B2,B2,A2,TX
21620,21620,B2,B2,A2,B1
21621,21621,B2,B2,A2,B2
21622,21622,B2,B2,A2,B3
21623,21623,B2,B2,A2,B4
21624,21624,B2,B2,A2,TY
21625,21625,B2,B2,A2,C1
21626,21626,B2,B2,A2,C2
21627,21627,B2,B2,A2,C3
21628,21628,B2,B2,A2,C4
21629,21629,B2,B2,A2,TZ
21630,21630,B2,B2,A3,A1
21631,21631,B2,B2,A3,A2
21632,21632,B2,B2,A3,A3
21633,21633,B2,B2,A3,A4
21634,21634,B2,B2,A3,TX
21635,21635,B2,B2,A3,B1
21636,21636,B2,B2,A3,B2
21637,21637,B2,B2,A3,B3
21638,21638,B2,B2,A3,B4
21639,21639,B2,B2,A3,TY
21640,21640,B2,B2,A3,C1
21641,21641,B2,B2,A3,C2
21642,21642,B2,B2,A3,C3
21643,21643,B2,B2,A3,C4
21644,21644,B2,B2,A3,TZ
21645,21645,B2,B2,A4,A1
21646,21646,B2,B2,A4,A2
21647,21647,B2,B2,A4,A3
21648,21648,B2,B2,A4,A4
21649,21649,B2,B2,A4,TX
21650,21650,B2,B2,A4,B1
21651,21651,B2,B2,A4,B2
21652,21652,B2,B2,A4,B3
21653,21653,B2,B2,A4,B4
21654,21654,B2,B2,A4,TY
21655,21655,B2,B2,A4,C1
21656,21656,B2,B2,A4,C2
21657,21657,B2,B2,A4,C3
21658,21658,B2,B2,A4,C4
21659,21659,B2,B2,A4,TZ
21660,21660,B2,B2,TX,A1
21661,21661,B2,B2,TX,A2
21662,21662,B2,B2,TX,A3
21663,21663,B2,B2,TX,A4
21664,21664,B2,B2,TX,TX
21665,21665,B2,B2,TX,B1
21666,21666,B2,B2,TX,B2
21667,21667,B2,B2,TX,B3
21668,21668,B2,B2,TX,B4
21669,21669,B2,B2,TX,TY
21670,21670,B2,B2,TX,C1
21671,21671,B2,B2,TX,C2
21672,21672,B2,B2,TX,C3
21673,21673,B2,B2,TX,C4
21674,21674,B2,B2,TX,TZ
21675,21675,B2,B2,B1,A1
21676,21676,B2,B2,B1,A2
21677,21677,B2,B2,B1,A3
21678,21678,B2,B2,B1,A4
